Summary_file = Latham200SandGravel.sum
Title = Latham 200mm wet soil SandGravel
           date       day      year   in_crop_rain eff_in_crop_rain            lai        biomass          yield             hi            nhi         sum_ep   n_conc_grain        grain_n          no3()            esw flowering_date
             ()     (day)    (year)             ()               ()      (m^2/m^2)        (kg/ha)        (kg/ha)             ()             ()           (mm)            (%)        (g/m^2)        (kg/ha)           (mm)          (doy)
     14/10/1957       287      1957        225.200          225.062          0.001       7816.699       2276.526          0.291          0.767        115.684          2.697          6.139         40.110          8.554            242
     19/10/1958       292      1958        405.300          336.109          0.001      10053.228       3745.055          0.373          0.768        145.509          1.841          6.895         19.590         87.037            242
     05/10/1959       278      1959        227.400          225.832          0.001       7363.662       3078.972          0.418          0.821        126.452          2.154          6.631         39.910         19.826            233
     20/10/1960       294      1960        256.300          256.300          0.001       8990.647       3269.443          0.364          0.793        130.316          2.351          7.686         19.045         15.506            248
     10/10/1961       283      1961        208.300          205.365          0.001       7553.551       2179.823          0.289          0.688        111.013          2.712          5.911         32.346          7.712            241
     14/10/1962       287      1962        243.100          241.713          0.001       7293.190       2340.012          0.321          0.759        115.201          2.339          5.474         50.386         24.859            240
     10/10/1963       283      1963        324.100          310.094          0.001       8576.792       3496.769          0.408          0.808        124.178          2.026          7.086         29.072         70.165            240
     15/10/1964       289      1964        282.800          282.800          0.001       9114.071       3521.592          0.386          0.794        127.057          2.025          7.132         31.033         55.808            237
     15/10/1965       288      1965        254.600          254.600          0.001       9143.024       3113.527          0.341          0.785        127.719          2.369          7.375         23.176         21.539            242
     22/10/1966       295      1966        163.400          163.400          0.001       5184.894       1407.702          0.272          0.566         69.922          2.632          3.705         50.668          2.505            248
     14/10/1967       287      1967        244.800          244.800          0.001       8690.186       2512.460          0.289          0.753        123.410          2.494          6.267         36.066         10.464            242
     24/10/1968       298      1968        250.600          250.600          0.001       8306.436       2301.654          0.277          0.753        110.647          2.677          6.162         37.814         22.474            250
     14/10/1969       287      1969        124.100          124.100          0.001       4231.987        920.962          0.218          0.508         61.387          3.151          2.902         58.814          1.920            244
     16/10/1970       289      1970        219.800          219.800          0.001       6032.909       2116.905          0.351          0.709         90.686          2.888          6.114         30.679          9.672            242
     23/10/1971       296      1971        148.500          148.500          0.001       1349.211        492.107          0.365          0.412         21.376          2.518          1.239        103.450          3.502            248
     15/10/1972       289      1972        268.100          268.099          0.001       9197.428       3415.052          0.371          0.790        132.811          2.102          7.177         26.988         39.348            241
     18/10/1973       291      1973        262.300          262.226          0.001       9500.361       3589.534          0.378          0.790        127.038          2.084          7.480         21.918         17.996            244
     14/10/1974       287      1974        240.000          240.000          0.001       9060.994       2932.827          0.324          0.762        131.817          2.269          6.655         30.069         24.155            243
     17/10/1975       290      1975        180.500          180.500          0.001       3855.379       1106.560          0.287          0.482         53.180          2.686          2.972         61.977         24.880            242
     06/10/1976       280      1976        104.500          104.500          0.001       1324.256        410.987          0.310          0.343         21.002          2.679          1.101        100.943          1.514            233
     08/10/1977       281      1977        126.000          126.000          0.001       3213.119       1185.128          0.369          0.610         51.666          2.419          2.867         81.864          7.527            233
     19/10/1978       292      1978        176.000          176.000          0.001       6510.548       2191.504          0.337          0.671         88.575          2.492          5.462         30.778          6.155            245
     17/10/1979       290      1979         98.700           98.700          0.001       2595.041        621.542          0.240          0.426         38.128          2.866          1.781         86.265          0.948            243
     13/10/1980       287      1980        147.500          147.500          0.001       3565.323        794.792          0.223          0.570         45.006          3.085          2.452         79.518          1.123            242
     16/10/1981       289      1981        210.300          210.300          0.001       8181.810       2435.999          0.298          0.723        110.374          2.446          5.958         32.237          8.388            247
     12/10/1982       285      1982        159.700          159.700          0.001       3451.342        909.389          0.263          0.405         51.787          2.412          2.194         66.212         22.650            241
     05/10/1983       278      1983        225.900          225.900          0.001       8358.233       3629.948          0.434          0.838        125.692          2.260          8.205         21.722         21.389            233
     18/10/1984       292      1984        157.000          157.000          0.001       4500.882       1293.974          0.287          0.527         57.704          2.507          3.243         56.757          3.027            246
     08/10/1985       281      1985        130.400          130.400          0.001       2629.437        646.612          0.246          0.508         35.997          2.868          1.855         91.942          1.434            236
     24/10/1986       297      1986        181.400          181.400          0.001       6898.554       1858.534          0.269          0.690         84.670          2.743          5.099         38.374          4.014            249
     06/10/1987       279      1987        133.400          133.400          0.001       3009.032        828.319          0.275          0.432         43.855          2.556          2.117         77.811          8.955            237
     11/10/1988       285      1988        238.700          232.777          0.001       8815.673       2911.943          0.330          0.779        124.540          2.394          6.972         29.667          8.135            237
     18/10/1989       291      1989        175.400          172.999          0.001       6051.655       1481.168          0.245          0.677         88.746          2.777          4.114         50.789          3.950            246
     21/10/1990       294      1990        188.700          188.700          0.001       4903.191       1309.250          0.267          0.560         62.988          2.770          3.627         50.789         17.189            249
     09/10/1991       282      1991        176.600          176.600          0.001       4415.062       1226.546          0.278          0.627         57.464          2.768          3.395         69.145          2.085            235
     17/10/1992       291      1992        248.400          248.400          0.001       7907.223       2879.281          0.364          0.698        111.528          2.312          6.658         24.990         30.141            238
     22/10/1993       295      1993        202.500          202.500          0.001       7503.589       2076.212          0.277          0.674        100.396          2.696          5.598         31.755          3.550            248
     04/10/1994       277      1994        180.800          180.800          0.001       5141.449       1821.704          0.354          0.661         88.518          2.397          4.366         55.917          7.276            234
     14/10/1995       287      1995        209.700          209.700          0.001       7438.421       2145.159          0.288          0.650        109.507          2.531          5.430         33.504          6.476            243
     09/10/1996       283      1996        235.900          235.900          0.001       7512.729       3093.368          0.412          0.832        109.331          2.271          7.026         37.772         20.707            235
     14/10/1997       287      1997        140.000          140.000          0.001       1481.756        543.677          0.367          0.584         25.617          2.502          1.360        113.136         11.858            241
     14/10/1998       287      1998        210.400          210.400          0.001       8216.197       2818.027          0.343          0.741        109.839          2.467          6.953         24.894          7.555            239
     13/10/1999       286      1999        328.700          310.220          0.001       9572.195       2988.398          0.312          0.744        141.412          2.189          6.543         33.129         50.900            239
     12/10/2000       286      2000        121.600          121.600          0.001       1704.342        479.928          0.282          0.495         24.973          2.793          1.340        106.515          0.867            242
     15/10/2001       288      2001        169.100          169.100          0.001       3712.168       1398.172          0.377          0.639         63.345          2.825          3.950         66.252          8.887            240
     10/10/2002       283      2002         93.200           93.200          0.001        495.734         81.019          0.163          0.472          7.425          6.022          0.488        127.292          0.000            235
